-4120,11048,11000,-212,613,407
-4024,10952,11052,10,-939,-287
-3720,11008,11368,342,-1133,-761
-3172,11076,11660,572,-568,-989
-2444,11184,12724,497,-393,-988
-1440,11192,13208,68,739,-175
-2300,11388,12792,-220,1150,251
-2588,11364,12280,-185,588,777
-3344,11136,12364,-157,-234,670
-3404,10856,11300,3,250,533
-4264,11236,11412,197,69,-106
-3160,10960,11036,621,-383,-606
-3044,11136,12072,682,-1,-644
-1868,11228,12508,312,-118,-460
-1200,11220,12120,262,814,629
-2012,11164,12024,314,487,969
-2548,10788,11644,562,1405,1477
-3844,11220,11052,967,1818,1632
-3756,11084,11148,1178,83,1117
-4336,11300,12264,959,-152,746
-4476,11492,12136,688,-60,113
-4012,11548,11988,688,-30,-624
-3808,11680,12848,508,-376,-1264
-1824,11432,12368,219,590,-973
-2188,11544,11516,222,1048,-401
-2320,11472,11788,301,465,46
-2488,11524,11940,389,369,453
-2508,11488,11768,417,349,860
-3364,11576,11548,591,202,873
-3720,11644,12084,507,-247,607
-4084,11724,12832,40,-215,103
-3776,11528,12276,-211,643,-192
-3696,11524,12192,-376,-10,-615
-3144,11304,10912,101,735,-452
-3172,11152,11440,382,-501,-540
-2700,11200,11836,451,31,-359
-3020,11412,11908,460,-176,10
-2640,11516,12656,163,-312,434
-3340,11568,12248,22,262,591
-3912,11484,11812,-22,-64,346
-4068,11564,12176,-37,-519,-100
-3868,11452,12208,-204,-240,-647
-3692,11580,12000,-416,-104,-1019
-2712,11476,11744,-335,-486,-977
-2748,11428,12140,-360,-294,-781
-2192,11280,11700,-398,-178,-397
-2332,11200,11384,-137,153,11
-2156,11272,12084,-200,-747,172
-2544,11240,12584,-238,363,389
-2764,11288,12040,-342,543,599
-3080,11292,12164,-397,377,407
-2904,11080,11668,-296,92,355
-3712,11104,11860,-137,-71,107
-3568,11212,11808,-187,20,-289
-3532,11044,11628,54,74,-635
-2784,11192,12104,2,-626,-620
-2608,11292,12040,-23,444,-118
-2812,11404,11980,-130,-191,-71
-2636,11152,11332,122,661,215
-3060,11228,11524,213,40,192
-2656,11404,11908,216,220,253
-2764,11540,11888,63,158,386
-3156,11408,11824,8,468,530
-3680,11248,11764,119,193,338
-3912,11236,11728,199,452,13
-3408,11452,11648,452,-513,-363
-3752,11508,12096,500,-69,-458
-2880,11688,13056,11,-982,-661
-2488,11684,13084,-444,548,-421
-2716,11512,12568,-776,391,-193
-2288,11432,12308,-881,442,66
-2528,11384,11596,-848,854,528
-3316,10844,10988,-290,492,486
-4624,11324,11372,-1,372,-102
-3552,10596,11636,-276,-171,-600
-4296,11152,11912,-223,104,-1122
-4980,11428,12120,-67,126,-1888
-2708,11328,11312,34,102,-1430
-3744,11548,12532,87,90,-1399
-3488,11440,13116,-32,-979,-1238
-3952,11280,13076,-234,-989,-1448
-4760,11496,12984,-306,-629,-1688
-4528,10996,12584,-745,-1484,-2286
-4660,11284,12840,-756,-1949,-2524
-4848,11268,13568,-944,-2153,-2954
-5260,11656,13476,-1457,-2239,-3596
-4712,11288,12500,-1554,-2379,-4470
-4760,11460,11692,-1243,-2523,-5350
-5356,11404,11840,-747,-3476,-6439
-5276,11336,12064,131,-5341,-7088
-4768,11500,12584,578,-7149,-7509
-4324,11564,13352,349,-9052,-7386
-3556,11816,14752,-987,-10207,-7311
-2804,11504,14448,-1388,-9446,-6959
-2320,11348,13448,-1609,-8178,-6573
-1824,11088,12572,-2304,-6959,-5999
-1900,10728,12472,-2643,-5487,-5487
-2720,10512,12080,-2892,-4400,-4993
-3132,10344,11904,-2993,-4725,-4699
-3484,10440,12184,-3121,-5168,-4606
-3276,10400,12980,-3196,-5938,-4644
-2332,10628,13800,-3551,-6113,-4260
-1428,10600,14312,-4899,-4704,-3695
-568,10352,13908,-6211,-2786,-2808
-436,9752,12764,-6843,-710,-1875
-708,9432,11772,-6609,987,-941
-1692,9000,11092,-6114,2123,-548
-2760,8644,10544,-4773,2563,-502
-3508,8596,10512,-3368,2318,-779
-3088,8216,10404,-1601,1277,-808
-2916,8392,11180,-312,-111,-627
-2840,8588,12648,267,-962,-337
-2632,8660,13196,1023,-1355,116
-2892,8944,13960,964,-1672,434
-3472,8956,14828,1025,-1414,353
-3676,9220,15364,730,-1282,167
-3296,9292,15968,-1034,-709,-140
-3240,8956,14964,-1107,875,-245
-3740,8764,13276,-1169,1358,-480
-3712,8564,12360,-895,1282,-665
-3996,8636,12672,-207,953,-1016
-3732,9008,13508,-174,200,-1070
-3848,9176,14564,-632,54,-1145
-3528,9024,14112,-288,-36,-922
-3216,9200,13716,-456,-749,-532
-3496,9288,14528,-1162,-1180,-435
-3584,9204,14492,-591,-477,-337
-3528,9184,13928,-342,-295,-469
-3488,9032,13696,-487,-341,-548
-3540,9044,13820,-458,-147,-755
-3464,8880,13916,-572,45,-962
-2960,8744,14056,-547,68,-878
-2636,8988,14436,-809,-178,-711
-2464,8680,14348,-830,-213,-247
-2648,8752,14748,-1082,-437,192
-2736,8696,14932,-1241,-191,436
-2944,8368,14568,-991,191,617
-3520,8152,13220,-435,332,590
-3772,7992,12700,206,180,181
-3632,8020,12528,686,-129,-166
-3224,8244,13184,639,-362,-448
-2540,8428,13752,531,-289,-278
-2100,8608,13464,677,150,128
-2328,8940,14140,136,45,471
-3108,9108,15076,-554,257,523
-3700,9128,15200,-850,1000,442
-3824,9440,14940,-1473,1067,92
-4136,9132,14640,-1637,1193,-280
-4116,9148,13692,-1427,1127,-764
-3352,9152,13168,-1029,604,-1014
-2316,9108,13396,-884,271,-857
-3840,9528,16696,-2057,989,1085
-4468,9312,16228,-2965,527,1161
-4860,9120,15928,-3329,264,1004
-5592,8908,15640,-3552,-28,218
-3164,-836,15764,2502,181,43
-2448,-628,16760,2063,-433,269
-3028,-320,18068,2203,57,672
-2888,-364,17896,1757,-153,1552
-4008,-40,18248,1104,-1009,1031
-4020,-1720,20040,5940,-8229,-220
-2508,564,16480,4293,3812,3831
-3180,136,15788,-2011,-2887,1226
-4084,-824,16404,16,939,809
-4064,-324,16048,445,1632,224
-4028,4576,16008,2199,1028,2618
412,4828,18488,-1745,2379,-1560
-304,-2224,18224,-10789,-156,-52
152,-2364,19016,-11294,-227,-86
852,-2624,19768,-12449,35,492
620,-3200,17900,-12637,815,1143
-104,-3668,17496,-12968,497,1558
-1344,-4096,17224,-12164,907,1628
-2412,-4044,18648,-13242,74,885
-1744,-4512,17392,-13501,133,396
-812,-5172,14756,-12319,-315,190
-1220,-5432,14656,-11267,-709,-49
-1436,-5312,15440,-11310,-578,-287
-1136,-5704,14580,-11143,64,-706
-476,-6040,15284,-11886,-296,-848
-296,-6612,13128,-11200,596,-464
-880,-7364,9864,-9596,870,-297
-736,-8252,6544,-5489,1298,-392
-812,-8032,5336,-299,1070,-468
476,-7964,6088,4212,2149,343
-436,-7372,6408,7659,3355,807
-2292,-6284,8604,10150,3370,520
-3248,-6200,10752,11357,5439,-301
-2000,-5832,7392,13991,6135,-929
1052,-5868,5224,18942,6415,-354
3280,-5204,3924,25441,7858,2210
2400,-3660,1772,32767,10856,5128
1808,-1388,-2152,32767,12823,7533
904,2896,-860,32767,13106,9015
-3304,6868,2188,32767,12519,9757
-6444,11336,4420,32767,9183,8930
-11256,15092,11336,32767,2056,5259
-10200,17856,19176,32767,-4526,1849
-7612,18880,26836,32767,-9071,-1106
-4464,19128,32580,32767,-8120,-3373
-3288,18720,32564,32767,-7041,-4423
-2108,18176,31416,32767,-5203,-4975
-1120,17596,28544,25888,-1022,-3994
476,17480,25412,17652,949,-2204
840,17120,23060,11920,3981,711
-2364,17420,22240,7846,3135,1699
-2164,17076,21016,3229,1480,2684
-2676,17788,25328,-2945,-158,3478
-180,20656,32767,-19370,1178,6006
608,22040,32767,-32768,11240,8980
1704,20300,31712,-32768,19307,10334
400,19384,24772,-32768,24359,10414
-2048,17516,17604,-32768,22520,9388
-6156,13984,7660,-32768,19391,6837
-10172,11408,6084,-32768,10769,3039
-10652,9472,13004,-32768,4182,-690
-10156,9304,19804,-32768,1967,-3273
-8376,8468,21312,-32768,2382,-5807
-9412,7884,18252,-32768,2948,-8595
-13372,6180,13488,-32768,1043,-13215
-14044,4112,5800,-32768,-2838,-18380
-13096,2192,1380,-32768,-7579,-23024
-11848,456,1244,-32768,-13438,-27592
-7724,-1716,-2612,-25862,-16657,-29964
-2536,-4596,-4208,-17092,-15916,-29989
-380,-5148,1088,-8565,-13565,-28298
-952,-4028,11476,-7306,-9470,-26689
3072,-5960,9040,-6872,-6052,-24847
6920,-7216,5856,-3175,-4444,-22327
9836,-7948,7240,1341,-2006,-17235
4608,-7592,5160,4653,1996,-14864
-1396,-7372,3016,9891,2503,-14845
-5580,-5940,732,15425,2283,-18234
68,-5848,-3184,24892,-201,-19439
5876,-2360,2972,32661,-3300,-17117
5664,332,20492,28955,-4119,-15017
4268,-88,24772,24535,2156,-13644
7060,-864,17992,21338,4487,-11133
7908,-1216,9784,22689,7141,-8320
6448,-644,5132,28732,8763,-4905
5352,1264,2112,32767,11300,-1253
1644,3944,2156,32767,14539,178
-5036,7464,7804,32767,15915,-1360
4404,9200,12336,32767,14961,1434
