3748,840,17188,114,32,0
3736,888,17172,257,-18,47
3212,952,17496,32,152,147
3052,1044,17492,-134,123,70
3588,956,16992,99,-234,19
3952,892,17300,307,-88,343
3580,952,17184,338,175,577
3032,932,17092,185,225,289
3500,880,17020,276,478,323
3204,808,16920,253,588,360
3308,900,17260,210,419,390
3556,892,17276,87,609,582
2520,896,17016,8,355,325
3112,696,17080,203,53,140
3360,812,16980,500,48,195
3252,1000,17188,527,32,322
3104,904,17140,574,-17,246
2808,1024,17232,626,121,89
3368,1048,17304,792,132,-11
3112,1036,17516,644,322,-53
3536,928,17176,509,408,-20
3312,928,17016,536,479,-39
3192,1052,17284,511,394,2
3272,1120,17016,527,202,131
3664,1140,17112,699,-154,208
3840,1084,17028,940,28,538
3496,1128,17332,1161,63,655
3168,1232,17644,1263,482,730
2708,1300,17488,802,321,287
3632,1268,17312,417,399,251
3096,1380,17148,145,504,36
3668,1248,17412,199,532,206
3848,1268,17292,373,695,460
3856,1164,17068,967,452,1018
3656,1364,17424,1199,542,1369
3784,1072,17092,1247,281,1589
4456,856,16608,1875,747,2196
4428,1156,16712,2663,1601,2981
1864,1548,16300,2101,1566,2428
2416,1204,16644,2312,624,1722
3828,1508,17428,2495,848,1843
3436,1496,17016,2369,601,2078
3288,1608,16660,2812,439,2264
3540,1740,17292,2743,47,2216
4032,1816,17944,2622,147,2578
4660,1828,17812,2128,745,3190
5808,1304,16636,2345,1545,4448
5760,1440,16604,3492,3109,5895
840,2196,15128,1191,3448,4490
808,1224,13544,385,1421,2396
3436,876,14000,2128,1728,1841
3024,1392,15124,3870,1729,2000
3160,2296,17372,2798,706,2182
4424,2464,18704,1102,472,2804
4556,2236,17964,-43,991,3684
4704,2184,17596,-237,676,4553
6628,2344,17552,-572,1354,5689
8068,1700,17048,-466,3196,7798
7184,1260,16280,977,6194,10054
1860,2428,15700,2503,8593,11084
-5836,2880,14152,567,7071,7183
-4132,1844,14644,1445,1987,3114
1936,1792,17076,2435,518,2094
3372,2024,17860,2349,899,3156
3332,2284,17104,1573,228,3990
5556,2240,16776,1684,244,5240
6684,2568,17824,1348,1577,6901
4992,2696,18868,296,4249,8315
1212,2820,18228,-1054,6609,8412
-2272,2596,17304,-2067,6740,6445
-3340,2008,16456,-1852,5819,3594
-2256,1808,15812,-1272,4266,1251
572,1772,16184,-388,2851,478
2284,2160,17012,230,1846,976
3256,2416,17824,754,855,2205
3672,2724,18660,784,592,3396
4436,2444,18932,375,1148,4704
4204,2140,18552,-417,2620,5973
3068,2204,18168,-523,4285,6934
868,2496,17980,-451,5258,7055
-1868,2644,17224,-1704,4907,5397
-1292,2036,16168,-1371,3312,3753
1124,1824,16172,-262,2149,3374
2256,1800,16556,572,1496,3800
2268,1940,17120,745,1678,4313
2340,2216,17500,657,1959,4776
3496,2380,18060,213,2354,5243
3696,2476,18368,-306,3479,6371
2804,2408,17964,-759,4289,7071
1076,2348,17408,-948,5269,7204
-2056,2116,16484,-796,5169,6112
-3576,1876,16344,-95,3699,4002
-2896,1792,17604,546,2274,2194
-1536,1848,17756,803,1629,1273
-28,1620,17180,930,1352,906
512,1684,16292,1508,1124,916
1364,2016,17124,1591,1186,1135
1436,2476,17844,1297,1851,1516
472,2280,18012,941,1905,1687
-40,2344,17600,1076,1498,1626
-524,2564,18040,1332,912,1515
-864,2804,19808,1039,840,981
-360,2944,20348,-93,957,712
468,2508,18748,-638,1569,518
224,2420,17996,-470,1734,619
572,2192,17592,-281,1516,708
52,2424,18208,-288,1172,934
-252,2408,18448,-550,440,1064
-220,2220,17652,-446,-194,1142
304,1964,17076,-172,-593,1101
892,1756,16872,196,-552,1163
960,1776,17012,500,441,1338
60,1832,17040,7,868,1049
148,2016,17208,-268,943,823
608,1992,17256,-485,986,771
304,2048,17512,-703,853,1109
412,1952,17300,-854,714,1361
164,1776,16740,-611,490,1472
-44,1716,16664,-332,367,1455
100,1744,16968,-89,183,1442
88,1840,17248,176,309,1412
-224,1868,17436,293,633,1381
-736,2204,18160,-53,538,1063
-668,2148,18108,-505,738,798
-332,1768,17176,-471,473,599
-256,1576,16916,-129,392,573
-404,1688,17144,7,162,567
-396,1932,17096,-38,-217,386
320,1696,16856,224,-434,514
372,1640,16568,501,-70,765
-88,1816,16412,692,-176,633
-484,1788,16476,562,-79,278
-704,2128,17524,250,-111,-342
-568,2108,18000,-442,-341,-878
-192,1948,17796,-1182,-43,-1255
48,1680,16944,-885,-174,-1323
544,1520,16912,-221,-325,-1112
1000,1352,16936,469,-347,-588
284,1356,16112,761,-234,-302
292,1392,16100,1047,-193,-349
612,1372,15904,1274,8,-328
508,1448,15604,1476,335,-229
140,1536,16276,2066,155,-212
632,2136,17324,1991,220,56
168,4752,22584,2297,-1174,-702
940,4968,25432,-84,-582,945
792,3556,21076,-2244,465,851
-1448,2452,17628,-2322,944,437
-1056,2252,16320,-1823,-614,-660
1460,2552,18788,-1306,-1626,-484
2096,1828,17824,-1383,-1554,577
292,1148,15372,-1069,265,572
472,1476,15544,217,-459,-552
1104,1572,16852,548,-846,-57
1208,1744,16968,597,-516,372
468,1780,17024,700,93,383
572,2168,16848,528,26,174
672,2328,17080,866,-52,217
668,2560,17764,924,-413,232
976,2672,18152,394,-147,463
556,2436,17424,-32,276,576
228,2232,16544,240,161,427
748,2032,16568,572,-50,401
712,2268,17316,590,-120,441
492,2308,17336,326,163,604
636,2360,17300,88,78,627
1288,3124,18064,-264,-422,604
3344,6372,15448,1550,654,174
4516,7696,15156,1598,-233,863
4736,7712,14852,1020,-1003,560
4936,7592,14672,928,-501,378
4952,7752,15200,811,-457,367
4732,7564,14536,396,-196,-38
4692,7392,13896,600,-102,-252
5036,7364,13728,991,24,-512
4588,7312,13812,1447,-318,-702
4996,7724,13576,1949,-790,-742
6144,7712,14048,2747,-1140,-235
5516,7876,14056,3395,-957,124
4604,7700,13424,3782,-1013,12
4980,7708,13496,4337,-1663,-120
4880,7880,13920,4435,-1317,-465
5276,8120,14252,4497,-1299,-518
5220,8104,14096,4409,-595,-580
4920,8016,13348,4935,-506,-747
5552,8336,13300,5673,-876,-684
5832,9020,14020,6273,-421,-393
5896,9160,14752,6291,-1102,115
5644,9444,15492,5868,-397,555
4568,9792,15572,5155,-644,521
5500,10264,16124,3900,-765,582
5552,10812,16744,2182,-557,828
6024,11132,17928,-943,-393,1046
6368,11320,18132,-4059,1473,1419
6412,12680,21324,-9593,1899,1230
10040,14280,27764,-16313,3834,2896
12272,16064,30936,-23720,9375,5758
11628,16564,26540,-32768,17103,7911
11976,13748,15996,-32768,18707,9599
10144,12200,17664,-32768,20205,10720
2628,11260,19112,-32768,21146,10651
380,10868,20400,-32768,16706,9796
2452,9260,19692,-32768,12550,9633
1420,7156,17400,-32768,11079,9839
568,4028,11812,-32768,9782,8943
1184,56,5560,-32768,9731,7305
-1476,-1892,7804,-31230,9002,4109
-1880,-2996,9868,-28902,9483,1211
-736,-4188,9524,-26043,8283,-889
-1160,-5552,7500,-20615,7097,-1561
-3352,-6352,6616,-14359,4287,-2884
-3648,-6892,8520,-9734,1434,-4935
-1972,-7656,7820,-6221,294,-6477
-2200,-7956,7716,-3453,-35,-8148
-3384,-7508,5744,-67,162,-10457
-7496,-7208,3948,3503,-1523,-15360
-9752,-6612,5388,6912,-4338,-21756
-6672,-6692,4588,12589,-6067,-26525
-3924,-5056,3064,18935,-8643,-29648
5108,-4228,1980,27995,-10903,-28300
9848,-2272,816,32767,-8756,-23238
7928,-248,-372,32767,-8370,-19561
4780,3480,2508,32767,-7986,-17576
2548,6552,7188,32767,-7837,-17473
1860,10560,16720,32767,-10022,-17757
332,12852,23520,32767,-10278,-19175
4108,13992,24196,32767,-12191,-20242
9288,13940,23916,32740,-9105,-19243
6812,12972,16292,25049,-3203,-19425
8056,12736,11696,23959,-1001,-18775
10624,14732,12804,24806,127,-17137
13404,16720,19660,24025,-98,-12666
8284,19404,27888,17354,676,-8818
5900,20804,30188,8013,-930,-6415
9772,20636,29820,-2871,-1973,-4121
6156,19844,25960,-10996,1963,-2065
2612,18144,22104,-17696,625,-3474
5568,16808,23224,-22673,-213,-3359
8128,15932,21480,-26772,2515,-2256
9868,14424,18036,-27268,1127,800
14248,12444,16584,-26689,2185,5757
14956,10384,15700,-23222,6175,13044
9072,10928,17392,-19605,9171,18400
6636,10324,11672,-19543,8863,20441
5432,10016,11016,-18928,6070,20802
6196,10160,15496,-19447,3350,20922
11840,9620,16488,-22857,3171,21927
20796,7828,13968,-25013,6395,26964
21816,7200,9684,-26067,13385,32767
15668,7380,9424,-25255,18774,32767
7612,6936,9156,-24901,21801,32767
-684,5776,7864,-23995,20626,32767
-5320,3724,5792,-21223,17264,32767
-6456,348,2176,-15371,12020,32583
-11832,-1608,2440,-6578,7922,28225
-15508,-2124,3716,398,3868,20851
-11584,-1648,9708,5127,-793,13979
-3104,-1532,15464,6933,-362,11196
-2416,-92,19736,6931,2122,10268
-2076,392,19012,5449,5173,9049
-664,-500,15184,6141,7200,9143
-4840,-96,14100,9370,7668,8645
-6760,324,14516,12233,4015,7733
-12444,2068,19652,11371,1274,4772
-12008,1792,18128,10205,-3242,1263
-9120,2616,22776,8635,-7091,-1536
-12292,3360,25788,4884,-4165,-5161
-15088,3532,20680,1258,-3382,-11293
-17532,2668,16120,2566,-5052,-18798
-17500,2652,18840,6303,-8684,-25220
-17224,5312,20628,6314,-12905,-30829
-12536,6440,22692,3834,-18934,-32768
-12120,7484,20876,1748,-20978,-32768
-10780,9864,22700,19,-25476,-32768
3284,10556,28172,-4035,-26366,-32768
9332,10608,26076,-11950,-19835,-32768
8192,8788,18740,-17865,-17333,-32768
10372,5968,13960,-16401,-14250,-31163
8204,5184,9908,-14300,-12051,-29153
16280,3668,9260,-10193,-12997,-25264
19724,2964,10796,-7871,-9202,-18129
11872,3224,12416,-7354,-7614,-13925
10948,2880,10812,-6677,-6955,-11911
12824,2752,9792,-6052,-5097,-10251
13652,1748,9124,-3685,-2865,-7314
10188,1768,9636,-990,-1692,-5409
8096,2060,12720,759,-2678,-5050
10476,2540,12912,2181,-2320,-3669
10212,2892,14572,3273,-2471,-2540
9352,3152,16500,3623,-1228,-1030
6412,3596,17336,1215,-1467,-1574
9012,3132,16388,222,-1309,-1052
8708,2800,14236,304,-1168,-253
8432,2276,14580,991,-980,443
8260,2108,15024,1288,117,1161
6520,1704,14160,2097,1655,1502
4464,1816,14884,2229,1638,601
6728,1456,15512,2860,1384,888
5292,1932,17012,2674,1422,980
3960,2396,19232,1464,1201,774
5988,1780,17176,693,408,1051
6160,1292,16640,1533,584,1775
4044,1528,17252,2083,744,1979
4720,1444,16484,1777,106,1480
5204,1272,16972,1937,762,1672
4160,1224,16452,2358,1195,1716
2216,1588,17040,2011,690,855
3708,1776,17784,894,130,112
5016,1720,16556,828,206,227
5316,1720,16328,1410,-171,503
5224,1884,17108,1757,-10,707
4636,2160,17440,1415,90,577
5636,2044,16680,1293,320,672
4452,2328,16988,1321,519,436
4828,2396,17388,703,67,31
5640,2220,16692,403,473,261
4936,2208,17024,217,323,201
5708,2176,16408,271,305,487
5900,1956,15600,758,99,773
5072,2024,15904,1464,-302,916
6048,1936,15656,2085,-428,1212
4116,2488,16604,2044,-59,927
4756,2472,17420,962,-173,296
5844,2556,16696,422,867,232
5104,2664,17596,-170,1220,135
5352,2508,17452,-980,1122,121
5940,2180,15836,-548,901,688
5076,1972,15872,214,579,998
4596,1892,16132,713,55,955
5688,1760,15584,1340,171,1194
4612,2016,15992,1985,709,1291
