3224,4428,17908,-3783,4763,3832
2864,3896,16672,-4001,5757,3778
2824,3320,15036,-2942,5291,3643
2752,2696,14184,-1278,4728,3757
2280,2804,14556,446,3160,3803
1752,3500,16704,734,2337,3377
1804,3780,17684,300,2934,2851
1776,3920,18144,-481,3483,2374
1864,3616,17264,-1127,4269,1942
2388,3428,16212,-851,4148,1678
1424,8948,13892,163,279,-124
2572,10424,13292,90,826,-142
2632,11192,12516,1471,-588,-541
3960,12860,10244,41,130,166
4720,13096,9076,-265,-186,126
2200,11004,12664,66,125,50
2532,11044,12212,1355,-1266,356
-592,7704,14336,-14,-4155,-2224
2600,7200,15088,1307,4501,2281
3580,7664,14488,273,552,237
536,3940,17312,-4313,1427,-58
924,3680,16656,311,234,80
1196,2680,16036,528,166,-314
4692,6160,16328,-3117,7369,488
9256,9312,15968,2566,252,2991
540,10028,14084,1824,-4066,321
260,12616,13496,-1140,1849,402
528,12392,13580,-668,410,411
600,12044,14028,-536,-127,472
572,11856,14020,-344,-6,-73
492,11656,13984,-843,-113,-570
632,11680,13820,-1610,-357,-1039
1216,11496,14076,-2454,-474,-1413
1624,11152,14336,-3362,116,-1718
1524,10956,13900,-4842,996,-1733
1324,11008,14200,-5029,875,-2094
1584,11740,15884,-6272,845,-2265
1964,11628,15692,-8835,1990,-2371
2356,11004,15400,-11821,3914,-2449
1868,10884,15428,-13588,5148,-2679
1656,9972,14204,-14412,5898,-2618
1360,8652,12540,-13156,4898,-2515
1480,7860,12424,-11103,3582,-2406
1904,8564,14032,-11143,2309,-1819
2252,8972,15392,-10976,2263,-1427
1928,9008,15968,-12348,3610,-1208
880,8872,16372,-13112,3656,-1459
460,9068,17036,-14605,4253,-1693
964,7944,16160,-15307,3051,-1991
1644,6672,15044,-14479,2964,-1908
1376,5276,14344,-12435,2114,-1815
960,4984,14140,-9964,516,-1526
876,5628,15172,-8835,-597,-1870
1608,5828,16172,-7712,-851,-1927
1812,5380,15888,-6666,-1077,-2012
2060,4712,15144,-5257,-691,-1833
1884,5152,16308,-4139,-383,-1803
1512,5548,16476,-3584,-374,-1967
2020,5240,16304,-3448,-524,-1638
2808,4552,15352,-3557,-485,-1007
2960,3600,13924,-2475,-674,-30
1980,3220,13068,-588,-1506,1094
424,4160,14704,838,-3047,1518
-228,5612,16864,741,-4120,1252
956,6104,17876,-763,-3990,739
2124,6132,17972,-2479,-3022,485
1712,6016,17636,-3930,-2119,441
1792,5576,17448,-3846,-2603,342
1824,5120,17112,-3151,-2103,511
1092,5188,17612,-2529,-2953,746
680,6148,19068,-2970,-3874,841
1128,6380,19516,-4398,-4347,831
924,5572,18668,-5664,-4021,548
-620,5608,18868,-6912,-3744,-131
